"Departamento","Provincia","Distrito","conSeguro_Total","analfa_Total","indep_Total","poblacion_Total"
"Piura","Huancabamba","Lalaquiz",1832,28.59,63.79,5115
"Piura","Huancabamba","San Miguel de El Faique",3728,22.83,48.88,9096
"Piura","Huancabamba","Sondor",3801,24.68,61.34,8399
"Piura","Huancabamba","Sondorillo",5150,30.93,71.29,10518
"Piura","Morropón","Buenos Aires",3788,12.05,48.93,8753
"Piura","Morropón","Chalaco",3444,18.3,62.79,9721
"Piura","Morropón","Chulucanas",26690,11.75,44.25,76205
"Piura","Morropón","La Matanza",3680,18.59,44,12888
"Piura","Morropón","Morropón",7403,10.2,45.24,14421
"Piura","Morropón","Salitral",3104,16.1,38.74,8516
"Piura","Morropón","San Juan de Bigote",1954,17.06,52.56,6965
"Piura","Morropón","Santa Catalina de Mossa",1696,10.41,37.28,4289
"Piura","Morropón","Santo Domingo",2750,11.04,51.17,7957
"Piura","Morropón","Yamango",3570,25.17,59.44,9978
"Piura","Paita","Amotape",972,8.42,29.89,2305
"Piura","Paita","Arenal",814,7.86,37.62,1092
"Piura","Paita","Colan",5963,11.7,42.41,12332
"Piura","Paita","La Huaca",7541,8.96,35.22,10867
"Piura","Paita","Paita",34249,2.99,27.95,72522
"Piura","Paita","Tamarindo",1571,10.65,37.15,4402
"Piura","Paita","Vichayal",2265,10.32,54.13,5015
"Piura","Piura","Castilla",59693,3.7,29.62,123692
"Piura","Piura","Catacaos",24897,10.66,42.82,66308
"Piura","Piura","Cura Mori",7735,18.88,48.14,16923
"Piura","Piura","El Tallán",1838,19.48,68.01,4774
"Piura","Piura","La Arena",13761,20.74,42.37,34584
"Piura","Piura","La Unión",8773,12.8,42.76,36000
"Piura","Piura","Las Lomas",7164,10.14,47.18,26896
"Piura","Piura","Piura",134280,2.39,27.21,260363
"Piura","Piura","Tambo Grande",28020,15.32,30.38,96451
"Piura","Sechura","Bellavista de la Unión",2137,4.62,38.31,3954
"Piura","Sechura","Bernal",2623,4.12,47.18,6449
"Piura","Sechura","Cristo Nos Valga",1969,5.97,49.39,3377
"Piura","Sechura","Rinconada Llicuar",1193,4.15,50.62,2855
"Piura","Sechura","Sechura",14376,4.38,38.75,32965
"Piura","Sechura","Vice",3881,5.31,43.93,12719
"Piura","Sullana","Bellavista",11957,4.96,41.64,36072
"Piura","Sullana","Ignacio Escudero",7382,11.83,39.57,17862
"Piura","Sullana","Lancones",4115,12.26,42.86,13119
"Piura","Sullana","Marcavelica",12674,9.85,44.3,26031
"Piura","Sullana","Miguel Checa",3609,10.07,34.41,7446
"Piura","Sullana","Querecotillo",9715,9.3,37.48,24452
"Piura","Sullana","Salitral",3324,6.08,33.83,6097
"Piura","Sullana","Sullana",56744,4.14,34.8,156601
"Piura","Talara","El Alto",3601,1.56,17.92,7137
"Piura","Talara","La Brea",7102,1.63,18.65,12486
"Piura","Talara","Lobitos",686,1.95,31.12,1506
"Piura","Talara","Los Organos",4292,1.64,32.76,9612
"Piura","Talara","Máncora",3926,2.89,32.7,10547
"Piura","Talara","Pariñas",39704,1.87,28.35,88108
"Provincia Constitucional del Callao","Provincia Constitucional del Callao","Bellavista",43928,0.63,14.64,75163
"Provincia Constitucional del Callao","Provincia Constitucional del Callao","Callao",192540,1.55,23.02,415888
"Provincia Constitucional del Callao","Provincia Constitucional del Callao","Carmen de la Legua Reynoso",19291,2.09,25.17,41863
"Provincia Constitucional del Callao","Provincia Constitucional del Callao","La Perla",36589,0.57,14.15,61698
"Provincia Constitucional del Callao","Provincia Constitucional del Callao","La Punta",3208,0.22,8.54,4370
"Provincia Constitucional del Callao","Provincia Constitucional del Callao","Ventanilla",110794,2.07,28.69,277895
"Puno","Azángaro","Achaya",298,15.84,54.62,3971
"Puno","Azángaro","Arapa",2173,19.3,51.81,8485
"Puno","Azángaro","Asillo",5672,15.41,47.69,17215
"Puno","Azángaro","Azángaro",7404,12.87,36.5,27823
"Puno","Azángaro","Caminaca",1186,24.83,73.69,3828
"Puno","Azángaro","Chupa",1606,19.36,25.27,13746
"Puno","Azángaro","José Domingo Choquehuanca",1365,14.91,52.17,5189
"Puno","Azángaro","Muñani",2644,19.16,47.26,7582
"Puno","Azángaro","Potoni",2384,13.4,29.43,6592
"Puno","Azángaro","Samán",4428,22.51,58.85,14314
"Puno","Azángaro","San Antón",2649,13.6,47.24,9145
"Puno","Azángaro","San José",1737,16.46,62.4,5984
"Puno","Azángaro","San Juan de Salinas",1202,20.02,64.53,4034
"Puno","Azángaro","Santiago de Pupuja",768,21.32,52.23,5792
"Puno","Azángaro","Tirapata",1005,17.63,63.44,3129
"Puno","Carabaya","Ajoyani",772,18.7,23.28,1938
"Puno","Carabaya","Ayapata",2476,11.92,54.42,8996
"Puno","Carabaya","Coasa",1415,16.92,45.79,12097
"Puno","Carabaya","Corani",1671,24.59,52.31,3622
"Puno","Carabaya","Crucero",2345,14.44,46.46,8474
"Puno","Carabaya","Ituata",2224,13.67,49.22,6108
"Puno","Carabaya","Macusani",5335,17.61,42.07,11707
"Puno","Carabaya","Ollachea",1942,25.51,45.41,4919
"Puno","Carabaya","San Gabán",1132,7.4,54.13,4022
"Puno","Carabaya","Usicayos",3698,13.35,55.7,12063
"Puno","Chucuito","Desaguadero",3146,6.39,69.33,20009
"Puno","Chucuito","Huacullani",2447,9.2,59.47,14906
"Puno","Chucuito","Juli",7509,13.76,54.13,23741
"Puno","Chucuito","Kelluyo",3819,5.67,66.53,17869
"Puno","Chucuito","Pisacoma",2643,7.29,69.9,12151
"Puno","Chucuito","Pomata",5484,16.55,56.59,17787
"Puno","Chucuito","Zepita",3723,14.25,67.37,19796
"Puno","El Collao","Capazo",574,4.26,60.83,1830
"Puno","El Collao","Conduriri",833,13.85,68.17,4277
"Puno","El Collao","Ilave",12080,13.84,58.84,54138
"Puno","El Collao","Pilcuyo",3598,20.93,64.67,14151
"Puno","El Collao","Santa Rosa",1307,9.83,70.74,6663
"Puno","Huancané","Cojata",1140,16.62,60.46,4354
"Puno","Huancané","Huancané",6257,16.93,45.44,21089
"Puno","Huancané","Huatasani",888,16.61,62.53,4156
"Puno","Huancané","Inchupalla",1128,21.73,53.79,3586
"Puno","Huancané","Pusi",1156,20.11,65.87,6516
"Puno","Huancané","Rosaspata",1884,23.83,46.72,5637
"Puno","Huancané","Taraco",3006,18.79,54.47,14657
"Puno","Huancané","Vilque Chico",3187,29.08,59.76,9527
"Puno","Lampa","Cabanilla",1943,12.96,60.9,5573
"Puno","Lampa","Calapuja",291,18.88,30.23,1494
"Puno","Lampa","Lampa",3689,14.04,48.22,11329
"Puno","Lampa","Nicasio",763,12.68,52.79,2756
"Puno","Lampa","Ocuviri",1360,7.62,29.65,2655
"Puno","Lampa","Palca",2028,7.64,47.64,3027
"Puno","Lampa","Paratia",2834,3.09,42.39,5257
"Puno","Lampa","Pucará",1853,15.14,60.17,6060
"Puno","Lampa","Santa Lucía",2223,12.74,43.06,7692
"Puno","Lampa","Vilavila",786,5.89,59.69,2380
"Puno","Melgar","Antauta",1949,11.31,28.38,4993
"Puno","Melgar","Ayaviri",7242,10.05,38.08,22667
"Puno","Melgar","Cupi",1138,9.94,43.68,2572
"Puno","Melgar","Llalli",971,12.11,56.98,3907
"Puno","Melgar","Macari",2277,11.13,61.08,7971
"Puno","Melgar","Nuñoa",4807,21.83,46.73,11121
"Puno","Melgar","Orurillo",3424,16.48,56.05,10457
"Puno","Melgar","Santa Rosa",1960,18.11,42.26,6943
"Puno","Melgar","Umachiri",917,12.68,34.78,4104
"Puno","Moho","Conima",567,19.91,63.61,3517
"Puno","Moho","Huayrapata",1004,17.38,54.06,4154
"Puno","Moho","Moho",3254,20.5,47.13,17042
"Puno","Moho","Tilali",498,27.91,66.36,3106
"Puno","Puno","Acora",6173,15.82,53.9,28679
"Puno","Puno","Amantaní",966,21.69,55.91,4255
"Puno","Puno","Atuncolla",1475,15.94,50.06,5333
"Puno","Puno","Capachica",1815,29.84,64.64,11387
"Puno","Puno","Chucuito",1829,15.37,40.84,7913
"Puno","Puno","Coata",2076,18.53,55.35,7387
"Puno","Puno","Huata",818,11.08,36.59,6682
"Puno","Puno","Mañazo",1551,16.62,34.12,5451
"Puno","Puno","Paucarcolla",1151,18.48,47.23,4864
"Puno","Puno","Pichacani",1330,18.4,46.41,5608
"Puno","Puno","Platería",1723,12.54,49.42,8268
"Puno","Puno","Puno",48108,4.31,29.7,125663
"Puno","Puno","San Antonio",689,16.45,54.8,2570
"Puno","Puno","Tiquillaca",337,29.14,22.47,2053
"Puno","Puno","Vilque",726,14.82,49.03,3123
"Puno","San Antonio de Putina","Ananea",2250,3.92,21.98,20572
"Puno","San Antonio de Putina","Pedro Vilca Apaza",840,22.43,49.13,2523
"Puno","San Antonio de Putina","Putina",2214,16.87,37.93,20792
"Puno","San Antonio de Putina","Quilcapuncu",1444,18.66,57.18,5131
"Puno","San Antonio de Putina","Sina",490,15.5,46,1472
"Puno","San Román","Cabana",1651,16.14,58.26,4392
"Puno","San Román","Cabanillas",1911,12.16,52.67,5180
"Puno","San Román","Caracoto",856,24.43,54.84,6058
"Puno","San Román","Juliaca",47876,4.97,47.49,225146
"Puno","Sandia","Alto Inambari",3670,11.66,50.95,7537
"Puno","Sandia","Cuyocuyo",2183,20.21,57.53,5355
"Puno","Sandia","Limbani",837,11.4,55.37,3734
"Puno","Sandia","Patambuco",1556,21.46,62.23,4266
"Puno","Sandia","Phara",1114,11.28,37.66,4847
"Puno","Sandia","Quiaca",1031,17.14,57.88,2232
"Puno","Sandia","San Juan Del Oro",1705,8.52,51.23,9828
"Puno","Sandia","San Pedro de Putina Punco",3559,4.21,63.38,10605
"Puno","Sandia","Sandia",6246,17.82,54.61,11374
"Puno","Sandia","Yanahuaya",826,10.38,51.24,2369
"Puno","Yunguyo","Anapia",509,4.43,58.06,2294
"Puno","Yunguyo","Copani",1826,21.03,62.53,5436
"Puno","Yunguyo","Cuturapi",592,23.59,59.93,1598
"Puno","Yunguyo","Ollaraya",935,25.04,63.85,4644
"Puno","Yunguyo","Tinicachi",346,12.53,46.52,1490
"Puno","Yunguyo","Unicachi",451,20.49,65.41,3571
"Puno","Yunguyo","Yunguyo",10168,19.03,56.84,28367
"San Martín","Bellavista","Alto Biavo",1801,12.02,49.5,5917
"San Martín","Bellavista","Bajo Biavo",3102,10.3,59.6,11780
"San Martín","Bellavista","Bellavista",4838,5.95,44.9,14238
"San Martín","Bellavista","Huallaga",1136,10.57,53.67,2803
"San Martín","Bellavista","San Pablo",3192,8.42,56.59,8919
"San Martín","Bellavista","San Rafael",1838,6.1,40.16,5636
"San Martín","El Dorado","Agua Blanca",1590,8.68,44.56,2552
"San Martín","El Dorado","San José de Sisa",7331,11.44,52.57,13220
"San Martín","El Dorado","San Martín",3496,14.29,59.32,9318
"San Martín","El Dorado","Santa Rosa",3424,15.43,54.92,5934
"San Martín","El Dorado","Shatoja",1240,11.85,54.62,2614
"San Martín","Huallaga","Alto Saposoa",1243,9.95,57.89,2643
"San Martín","Huallaga","El Eslabón",1425,6.28,76.04,2804
"San Martín","Huallaga","Piscoyacu",1955,10.65,49.48,3531
"San Martín","Huallaga","Sacanche",1528,7.63,60.16,2724
"San Martín","Huallaga","Saposoa",6585,5.82,51.13,11982
"San Martín","Huallaga","Tingo de Saposoa",497,2.81,51.32,764
"San Martín","Lamas","Alonso De Alvarado",3661,14.74,45.45,14883
"San Martín","Lamas","Barranquita",2507,8.04,56.74,5285
"San Martín","Lamas","Caynarachi",3316,10.17,61.52,7775
"San Martín","Lamas","Cuñumbuqui",2052,8.34,52.51,4461
"San Martín","Lamas","Lamas",8358,11.52,43.89,13173
"San Martín","Lamas","Pinto Recodo",3055,14.16,51.34,9301
"San Martín","Lamas","Rumisapa",1785,12.53,35.46,2561
"San Martín","Lamas","San Roque de Cumbaza",1093,16.33,50.31,1508
"San Martín","Lamas","Shanao",662,19.71,46.02,2492
"San Martín","Lamas","Tabalosos",5325,12.06,53.52,12645
"San Martín","Lamas","Zapatero",2662,13.66,67.1,4991
"San Martín","Mariscal Cáceres","Campanilla",2959,7.63,48.23,8028
"San Martín","Mariscal Cáceres","Huicungo",2600,7.42,65,6219
"San Martín","Mariscal Cáceres","Juanjuí",10945,4.43,43.04,27151
"San Martín","Mariscal Cáceres","Pachiza",1766,9.84,44.94,4367
"San Martín","Mariscal Cáceres","Pajarillo",2300,9.49,58.86,5119
"San Martín","Moyobamba","Calzada",1917,7.77,33.96,4045
"San Martín","Moyobamba","Habana",864,10.2,34.4,1726
"San Martín","Moyobamba","Jepelacio",6354,12.8,57.4,18471
"San Martín","Moyobamba","Moyobamba",25990,7.42,42.98,65048
"San Martín","Moyobamba","Soritor",7146,9.92,57.48,23320
"San Martín","Moyobamba","Yantalo",955,14.97,57.65,2779
"San Martín","Picota","Buenos Aires",1314,9.27,64.62,3174
"San Martín","Picota","Caspisapa",594,4.08,49.61,1916
"San Martín","Picota","Picota",3028,3.81,42.35,8164
"San Martín","Picota","Pilluana",341,2.41,56.04,890
"San Martín","Picota","Pucacaca",1182,3.4,44.59,2852
"San Martín","Picota","San Cristóbal",458,7.2,29.95,1286
"San Martín","Picota","San Hilarión",1483,4.4,43.61,4355
"San Martín","Picota","Shamboyacu",1929,13.3,59.87,7043
"San Martín","Picota","Tingo de Ponasa",1442,7.1,31.69,3957
"San Martín","Picota","Tres Unidos",1360,8.48,56.35,4084
"San Martín","Rioja","Awajún",2564,12.15,54.85,7427
"San Martín","Rioja","Elías Soplín Vargas",3578,12.82,49.39,9767
"San Martín","Rioja","Nueva Cajamarca",10497,8.68,53.34,35718
"San Martín","Rioja","Pardo Miguel",5003,12.36,60.55,17088
"San Martín","Rioja","Posic",486,11.41,40.29,1398
"San Martín","Rioja","Rioja",9537,5.95,38.93,22290
"San Martín","Rioja","San Fernando",1452,10.97,41.63,3799
"San Martín","Rioja","Yorongos",1218,11.19,59.51,3128
"San Martín","Rioja","Yuracyacu",1773,8.01,37.16,4267
"San Martín","San Martín","Alberto Leveau",625,3.9,51.87,827
"San Martín","San Martín","Cacatachi",1317,4.62,50.57,2978
"San Martín","San Martín","Chazuta",5211,10.91,59.77,8556
"San Martín","San Martín","Chipurana",1377,8.34,44.84,1871
"San Martín","San Martín","El Porvenir",1067,5.18,45.73,2062
"San Martín","San Martín","Huimbayoc",3662,5.45,54.19,4351
"San Martín","San Martín","Juan Guerra",1802,4.35,24.18,3224
"San Martín","San Martín","La Banda de Shilcayo",11082,3.53,37.82,29111
"San Martín","San Martín","Morales",10667,3.04,37.37,23561
"San Martín","San Martín","Papaplaya",1543,8.93,45.51,2548
"San Martín","San Martín","San Antonio",1110,6.34,44.67,1460
"San Martín","San Martín","Sauce",3514,4.83,50.63,10598
"San Martín","San Martín","Shapaja",1218,5.4,55.02,1690
"San Martín","San Martín","Tarapoto",30098,2.05,33.24,68295
"San Martín","Tocache","Nuevo Progreso",3746,10.26,52.61,11170
"San Martín","Tocache","Pólvora",3683,10.01,62.14,10592
"San Martín","Tocache","Shunte",509,19.76,59.7,1163
"San Martín","Tocache","Tocache",8432,7.02,48.58,26973
"San Martín","Tocache","Uchiza",10493,6.7,35.57,22448
"Tacna","Candarave","Cairani",500,12.75,47.05,1355
"Tacna","Candarave","Camilaca",517,13.14,36.1,1724
"Tacna","Candarave","Candarave",1328,13.3,43.65,3174
"Tacna","Candarave","Curibaya",101,3.45,36.24,203
"Tacna","Candarave","Huanuara",489,6.65,46.99,823
"Tacna","Candarave","Quilahuani",488,11.18,47.18,1094
"Tacna","Jorge Basadre","Ilabaya",2894,4.7,15.86,4414
"Tacna","Jorge Basadre","Ite",1467,2.28,10.97,3299
"Tacna","Jorge Basadre","Locumba",819,4.38,17.61,2159
"Tacna","Tacna","Alto de la Alianza",8672,4.22,44.55,35439
"Tacna","Tacna","Calana",861,7.31,38.46,2625
"Tacna","Tacna","Ciudad Nueva",6940,4.75,50.36,34231
"Tacna","Tacna","Coronel Gregorio Albarracín Lanchipa",23529,2.76,39.61,68989
"Tacna","Tacna","Inclán",743,5.15,25.65,4064
"Tacna","Tacna","Pachia",894,6.57,41.48,1945
"Tacna","Tacna","Palca",938,9.4,29.37,1510
"Tacna","Tacna","Pocollay",6063,3.12,35.66,17113
"Tacna","Tacna","Sama",1030,5.42,26.86,2387
"Tacna","Tacna","Tacna",39482,2.37,25.42,94428
"Tacna","Tarata","Estique",168,4.7,49.19,551
"Tacna","Tarata","Estique-Pampa",75,2.64,46.22,412
"Tacna","Tarata","Héroes Albarracín",358,4.39,55.56,559
"Tacna","Tarata","Sitajara",179,9.07,52.1,560
"Tacna","Tarata","Susapaya",304,9.27,48.03,848
"Tacna","Tarata","Tarata",1921,8.38,37.95,3626
"Tacna","Tarata","Tarucachi",134,4.56,46.33,434
"Tacna","Tarata","Ticaco",380,8.89,45.6,815
"Tumbes","Contralmirante Villar","Canoas de Punta Sal",2120,4.97,38.06,4429
"Tumbes","Contralmirante Villar","Casitas",999,5.89,35.74,2233
"Tumbes","Contralmirante Villar","Zorritos",5826,2.48,35.2,10252
"Tumbes","Tumbes","Corrales",10727,4.25,34.16,20984
"Tumbes","Tumbes","La Cruz",4724,2.86,32.05,8090
"Tumbes","Tumbes","Pampas de Hospital",3065,7.89,41.2,6313
"Tumbes","Tumbes","San Jacinto",4664,4.95,37.66,7979
"Tumbes","Tumbes","San Juan de La Virgen",2286,4.32,32,3848
"Tumbes","Tumbes","Tumbes",45512,2.58,37.33,95124
"Tumbes","Zarumilla","Aguas Verdes",5088,4.9,54.52,16058
"Tumbes","Zarumilla","Matapalo",725,9.64,56.46,1568
"Tumbes","Zarumilla","Papayal",3133,4.24,49.58,4965
"Tumbes","Zarumilla","Zarumilla",7895,2.32,39.9,18463
"Ucayali","Atalaya","Raymondi",14883,22.45,25.43,28348
"Ucayali","Atalaya","Sepahua",3944,10.31,33.85,6670
"Ucayali","Atalaya","Tahuanía",3486,19.6,51.19,7284
"Ucayali","Atalaya","Yurúa",604,38.48,4.88,1631
"Ucayali","Coronel Portillo","Callería",54333,1.57,38.46,136478
"Ucayali","Coronel Portillo","Campoverde",5587,3.5,45.82,13515
"Ucayali","Coronel Portillo","Iparía",6940,11.4,59.2,10774
"Ucayali","Coronel Portillo","Manantay",26046,2.28,45.91,70745
"Ucayali","Coronel Portillo","Masisea",6677,7.45,55.72,11651
"Ucayali","Coronel Portillo","Nueva Requena",2202,6.26,53.02,5122
"Ucayali","Coronel Portillo","Yarinacocha",38300,2.17,39.04,85605
"Ucayali","Padre Abad","Curimaná",2329,6.32,50.95,6047
"Ucayali","Padre Abad","Irazola",6272,8.97,50.65,18910
"Ucayali","Padre Abad","Padre Abad",9957,7.38,47.08,25633
"Ucayali","Purús","Purus",2881,19.33,41.87,3746
